latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
8.78241,1.87044,342.38,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,308.69,3.19,D
8.49306,-0.00288,339.03,0.4,0.37,2026-01-29,1320,N,VIIRS,n,2.0NRT,308.57,3.29,D
9.34319,5.72628,340.86,0.54,0.42,2026-01-29,1320,N,VIIRS,l,2.0NRT,313.52,4.3,D
7.75941,-4.45788,342.7,0.46,0.47,2026-01-29,1320,N,VIIRS,n,2.0NRT,305.99,7.65,D
7.7587,-4.46201,353.51,0.46,0.47,2026-01-29,1320,N,VIIRS,n,2.0NRT,308.68,18.36,D
9.61167,7.67892,334.72,0.48,0.48,2026-01-29,1320,N,VIIRS,l,2.0NRT,306.03,2.8,D
9.41603,6.2264,343.4,0.39,0.44,2026-01-29,1320,N,VIIRS,n,2.0NRT,310.75,10.91,D
9.41555,6.22291,354.46,0.39,0.44,2026-01-29,1320,N,VIIRS,n,2.0NRT,315.51,10.91,D
9.1478,4.30975,345.53,0.45,0.39,2026-01-29,1320,N,VIIRS,n,2.0NRT,313.3,4.13,D
8.73037,1.48302,346.23,0.38,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,312.92,11.62,D
8.28493,-1.34684,338.29,0.45,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,312.06,3.25,D
8.28427,-1.3509,341.77,0.45,0.39,2026-01-29,1320,N,VIIRS,n,2.0NRT,312.41,2.96,D
7.76374,-4.45858,333.01,0.46,0.47,2026-01-29,1320,N,VIIRS,n,2.0NRT,301.82,7.65,D
7.76302,-4.46273,331.82,0.46,0.47,2026-01-29,1320,N,VIIRS,l,2.0NRT,302.19,18.36,D
9.15138,4.30922,349.13,0.45,0.39,2026-01-29,1320,N,VIIRS,n,2.0NRT,311.76,5.9,D
8.93884,2.84864,338.21,0.4,0.37,2026-01-29,1320,N,VIIRS,n,2.0NRT,305.88,3.11,D
8.69916,1.25656,353.25,0.38,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,318.58,26.25,D
9.95917,10.30128,367,0.37,0.58,2026-01-29,1320,N,VIIRS,h,2.0NRT,308.83,9.09,D
9.9596,10.30469,344.72,0.37,0.58,2026-01-29,1320,N,VIIRS,n,2.0NRT,306.54,9.22,D
8.79884,1.88936,333.3,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,305.86,1.46,D
8.79409,1.85794,333.77,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,305.12,3.06,D
8.62998,0.7853,335.29,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,308.17,1.75,D
8.28216,-1.409,340.65,0.45,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,313.19,3.58,D
8.79846,1.86441,349.59,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,311.47,12.73,D
9.52368,6.89237,338.38,0.43,0.46,2026-01-29,1320,N,VIIRS,l,2.0NRT,310.71,2.78,D
9.38418,5.87823,336.84,0.55,0.43,2026-01-29,1320,N,VIIRS,l,2.0NRT,310.66,4.93,D
8.36442,-0.94376,345.03,0.43,0.38,2026-01-29,1320,N,VIIRS,n,2.0NRT,309.71,3.79,D
9.31736,5.37242,342.76,0.51,0.41,2026-01-29,1320,N,VIIRS,n,2.0NRT,312.29,3.48,D
8.78925,1.75877,338.78,0.38,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.2,3.08,D
8.61213,0.60426,353.07,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,311.59,4.3,D
8.59399,0.48757,352.33,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,310.13,7.3,D
8.25401,-1.65053,338.86,0.46,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,310.97,2.09,D
8.25333,-1.65471,336.3,0.46,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,310.55,2.09,D
9.39415,5.89222,346.7,0.55,0.43,2026-01-29,1320,N,VIIRS,n,2.0NRT,312.23,8.26,D
9.39205,5.87714,335.39,0.55,0.43,2026-01-29,1320,N,VIIRS,l,2.0NRT,308.48,10.17,D
9.33379,5.4615,347.01,0.52,0.42,2026-01-29,1320,N,VIIRS,n,2.0NRT,315.29,10.55,D
9.30804,5.27891,340.81,0.51,0.41,2026-01-29,1320,N,VIIRS,l,2.0NRT,313.15,5.1,D
9.24231,4.81589,343.7,0.48,0.4,2026-01-29,1320,N,VIIRS,l,2.0NRT,316.64,6.64,D
9.12247,3.98265,338.86,0.44,0.38,2026-01-29,1320,N,VIIRS,l,2.0NRT,312.21,3.69,D
8.8322,2.0203,345.33,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,309.2,5.18,D
8.61546,0.60374,338.45,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,309.59,4.3,D
9.34431,5.50844,340.58,0.52,0.42,2026-01-29,1320,N,VIIRS,l,2.0NRT,314.97,5.46,D
9.17108,4.29358,340.12,0.45,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,313.11,4.55,D
9.17048,4.28944,339.7,0.45,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,312.89,4.09,D
9.14981,4.14643,339.45,0.45,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,313.64,7.26,D
8.27541,-1.56418,341.65,0.46,0.39,2026-01-29,1320,N,VIIRS,n,2.0NRT,314.18,3.95,D
8.20491,-1.99832,339.23,0.48,0.4,2026-01-29,1320,N,VIIRS,l,2.0NRT,309.98,6.81,D
9.17466,4.29306,343.74,0.45,0.39,2026-01-29,1320,N,VIIRS,n,2.0NRT,313.42,4.55,D
9.17406,4.28892,348.88,0.45,0.39,2026-01-29,1320,N,VIIRS,n,2.0NRT,312.9,4.09,D
8.80501,1.79558,350.44,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,309.14,4.46,D
8.41282,-0.72995,333.98,0.42,0.38,2026-01-29,1320,N,VIIRS,l,2.0NRT,306.48,4.72,D
9.39258,5.79536,342.36,0.55,0.42,2026-01-29,1320,N,VIIRS,n,2.0NRT,311.14,5.32,D
7.68911,-5.13089,333.3,0.51,0.49,2026-01-29,1320,N,VIIRS,l,2.0NRT,305.18,3.71,D
9.72504,8.18391,334.7,0.52,0.5,2026-01-29,1320,N,VIIRS,n,2.0NRT,304.21,4.95,D
9.66141,7.71206,340.28,0.48,0.48,2026-01-29,1320,N,VIIRS,n,2.0NRT,304.31,3.81,D
9.30549,5.15257,339.07,0.5,0.41,2026-01-29,1320,N,VIIRS,l,2.0NRT,313.47,2.68,D
8.74863,1.38056,331.71,0.38,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,306.09,1.91,D
8.44385,-0.579,336.24,0.42,0.37,2026-01-29,1320,N,VIIRS,l,2.0NRT,309.69,2.73,D
8.44325,-0.58277,347.87,0.42,0.38,2026-01-29,1320,N,VIIRS,n,2.0NRT,314,16.75,D
7.90677,-3.87337,335.32,0.42,0.45,2026-01-29,1320,N,VIIRS,n,2.0NRT,303.2,2.68,D
7.90614,-3.87712,341.72,0.42,0.45,2026-01-29,1320,N,VIIRS,n,2.0NRT,305.76,5.13,D
7.69365,-5.13161,342.29,0.51,0.49,2026-01-29,1320,N,VIIRS,n,2.0NRT,303.2,3.71,D
9.56813,6.9971,338.04,0.43,0.46,2026-01-29,1320,N,VIIRS,l,2.0NRT,310.44,2.92,D
9.34887,5.43024,342.44,0.52,0.41,2026-01-29,1320,N,VIIRS,n,2.0NRT,315.13,5.36,D
9.1729,4.20535,341.72,0.45,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,313.45,2.47,D
8.75194,1.38005,332.17,0.38,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,306.14,1.57,D
8.38824,-0.95159,340.06,0.43,0.38,2026-01-29,1320,N,VIIRS,l,2.0NRT,311.34,3.52,D
9.68977,7.8539,341.69,0.49,0.49,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.61,4.18,D
8.85319,2.02428,334.09,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,309.03,1.57,D
8.81721,1.78657,340.63,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.02,3.94,D
8.25679,-1.79432,349.43,0.47,0.4,2026-01-29,1320,N,VIIRS,n,2.0NRT,311.71,7.25,D
8.81946,1.77909,340.43,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,308.53,2.63,D
8.39771,-0.93711,343.62,0.43,0.38,2026-01-29,1320,N,VIIRS,n,2.0NRT,311.76,4.03,D
8.33701,-1.3179,339.26,0.45,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,311.06,4.05,D
8.21494,-2.07639,341.5,0.49,0.4,2026-01-29,1320,N,VIIRS,n,2.0NRT,311.46,4.93,D
9.78384,8.48026,335.57,0.55,0.51,2026-01-29,1320,N,VIIRS,l,2.0NRT,310.57,2.45,D
9.69384,7.81651,346.41,0.49,0.49,2026-01-29,1320,N,VIIRS,n,2.0NRT,311.2,16.59,D
9.69323,7.81208,343.37,0.49,0.49,2026-01-29,1320,N,VIIRS,n,2.0NRT,310.47,16.59,D
9.34827,5.34419,340.72,0.51,0.41,2026-01-29,1320,N,VIIRS,l,2.0NRT,315.13,4.32,D
8.82278,1.77858,339.99,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,309.39,2.63,D
8.33992,-1.32253,338.29,0.45,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,312.71,4.05,D
8.31712,-1.46505,341.67,0.45,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,312.49,3.1,D
8.31646,-1.46916,339.49,0.45,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,310.41,3.1,D
9.69833,7.81593,346.36,0.49,0.49,2026-01-29,1320,N,VIIRS,n,2.0NRT,308.29,31.92,D
9.69772,7.81151,339.72,0.49,0.49,2026-01-29,1320,N,VIIRS,n,2.0NRT,308.01,31.92,D
9.63869,7.38189,346.57,0.46,0.47,2026-01-29,1320,N,VIIRS,n,2.0NRT,310.88,5.13,D
8.87006,2.06837,345.34,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.45,3.36,D
8.83509,1.83738,343.61,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,309.31,7.35,D
8.83456,1.83389,343.94,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,310.88,9.37,D
8.82662,1.78156,337.65,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,310.17,2.91,D
8.32004,-1.46974,335.66,0.45,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,310.43,4.39,D
9.67976,7.64748,343.79,0.48,0.48,2026-01-29,1320,N,VIIRS,n,2.0NRT,304.46,4.66,D
9.61729,7.19536,335.75,0.45,0.47,2026-01-29,1320,N,VIIRS,l,2.0NRT,307.59,2.31,D
9.34852,5.29191,339.73,0.51,0.41,2026-01-29,1320,N,VIIRS,l,2.0NRT,313.73,3.67,D
9.34718,5.28259,349.56,0.51,0.41,2026-01-29,1320,N,VIIRS,n,2.0NRT,315.06,8.5,D
8.87338,2.06786,333.91,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,305.25,3.36,D
8.83047,1.78454,332.43,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,306.55,2.91,D
9.35097,5.28205,337.69,0.51,0.41,2026-01-29,1320,N,VIIRS,l,2.0NRT,311.21,3.19,D
8.91764,2.33869,347.85,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.4,5.61,D
8.8412,1.83288,344.18,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,309.39,3.92,D
8.84067,1.82939,336.22,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,307.05,3.92,D
8.83113,1.7666,339.84,0.38,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,310.37,3.85,D
8.8306,1.76312,336.99,0.38,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,306.99,1.7,D
8.61038,0.32854,341.46,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,312.32,8.65,D
8.16704,-2.4668,334.39,0.51,0.41,2026-01-29,1320,N,VIIRS,l,2.0NRT,309.14,3.36,D
9.71307,7.82332,330.42,0.49,0.49,2026-01-29,1320,N,VIIRS,l,2.0NRT,304.29,1.11,D
9.37628,5.43112,341.04,0.52,0.41,2026-01-29,1320,N,VIIRS,l,2.0NRT,314.87,3.84,D
8.85193,1.88126,335.3,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,309.35,1.58,D
8.65271,0.57979,337.26,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,308.85,3.04,D
8.65216,0.57626,342.68,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,311.14,6.68,D
8.50491,-0.36984,341.95,0.41,0.37,2026-01-29,1320,N,VIIRS,n,2.0NRT,308.43,2.25,D
8.22706,-2.119,340.31,0.49,0.4,2026-01-29,1320,N,VIIRS,l,2.0NRT,310.63,3.8,D
8.17082,-2.46745,337.42,0.51,0.41,2026-01-29,1320,N,VIIRS,l,2.0NRT,309,3.36,D
9.43445,5.80932,343.79,0.55,0.42,2026-01-29,1320,N,VIIRS,n,2.0NRT,310.72,5.1,D
9.42388,5.7354,341.31,0.54,0.42,2026-01-29,1320,N,VIIRS,n,2.0NRT,311.01,2.71,D
9.28702,4.78721,341.01,0.48,0.4,2026-01-29,1320,N,VIIRS,l,2.0NRT,314.1,7.95,D
8.60209,0.23089,346.16,0.4,0.37,2026-01-29,1320,N,VIIRS,n,2.0NRT,311.66,3.23,D
8.29721,-1.70497,341.49,0.47,0.39,2026-01-29,1320,N,VIIRS,n,2.0NRT,312.91,4.14,D
9.29071,4.78669,346.38,0.48,0.4,2026-01-29,1320,N,VIIRS,n,2.0NRT,312.1,7.95,D
9.08976,3.42048,340.42,0.42,0.37,2026-01-29,1320,N,VIIRS,l,2.0NRT,312.97,3.37,D
8.63804,0.44075,338.68,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,310.78,3.3,D
8.6375,0.4372,338.84,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,312.18,3.3,D
8.60545,0.23037,337.59,0.4,0.37,2026-01-29,1320,N,VIIRS,l,2.0NRT,310.76,3.23,D
8.38795,-1.15743,339.57,0.44,0.38,2026-01-29,1320,N,VIIRS,l,2.0NRT,313.19,11.05,D
8.38732,-1.1614,337.42,0.44,0.38,2026-01-29,1320,N,VIIRS,l,2.0NRT,311.36,5.7,D
8.3327,-1.5056,341.54,0.46,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,312.74,3.04,D
10.08276,10.45454,335.52,0.38,0.58,2026-01-29,1320,N,VIIRS,l,2.0NRT,308.75,3.28,D
9.22663,4.29823,346.06,0.45,0.39,2026-01-29,1320,N,VIIRS,n,2.0NRT,313.21,5.51,D
9.20796,4.17133,350.73,0.45,0.39,2026-01-29,1320,N,VIIRS,n,2.0NRT,312.92,5.02,D
8.88111,1.98415,335.89,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,310.39,1.92,D
8.70773,0.84842,347.99,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,311.17,6.08,D
8.86587,1.86126,336.66,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.12,2.66,D
8.8542,1.78448,337.72,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,309.38,1.75,D
9.23198,4.28483,339.07,0.45,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,312.86,3.19,D
8.8194,1.53337,346.33,0.38,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.89,6.19,D
8.81887,1.52989,337.12,0.38,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,309.02,3.99,D
8.52134,-0.39911,341.32,0.41,0.37,2026-01-29,1320,N,VIIRS,l,2.0NRT,313.85,21.61,D
8.41328,-1.08837,344.26,0.44,0.38,2026-01-29,1320,N,VIIRS,n,2.0NRT,314.06,4.14,D
9.22225,4.1942,339,0.45,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,312.89,3.37,D
9.22165,4.19016,339.14,0.45,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,313.36,2.91,D
9.20668,4.08891,341.07,0.44,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,312.96,3.61,D
9.39523,5.34699,342.34,0.51,0.41,2026-01-29,1320,N,VIIRS,l,2.0NRT,315.8,11.57,D
8.8721,1.83529,335.44,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,309.15,4.4,D
8.55067,-0.25575,349.12,0.41,0.37,2026-01-29,1320,N,VIIRS,n,2.0NRT,308.32,4.07,D
8.55009,-0.25944,336.95,0.41,0.37,2026-01-29,1320,N,VIIRS,n,2.0NRT,306.47,4.07,D
9.20577,4.08919,342.43,0.44,0.39,2026-01-29,1320,N,VIIRS,n,2.0NRT,312.08,3.69,D
8.89843,1.99147,337.71,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,311.2,4.03,D
8.8979,1.98796,336.99,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,310.3,2.61,D
8.87471,1.83409,334.33,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,306.13,0.42,D
8.55059,-0.2561,348.83,0.41,0.37,2026-01-29,1320,N,VIIRS,n,2.0NRT,309.09,8.18,D
8.55001,-0.25978,336.58,0.41,0.37,2026-01-29,1320,N,VIIRS,n,2.0NRT,306.51,8.18,D
9.22379,4.1901,340.34,0.45,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,312.29,4.05,D
8.88488,1.879,343.33,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,309.07,6.03,D
8.88435,1.8755,333.07,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,307.04,1.47,D
8.79653,1.29765,333.58,0.38,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,307.72,2.55,D
8.796,1.29417,343.12,0.38,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,310.49,2.55,D
8.554,-0.25664,354.18,0.41,0.37,2026-01-29,1320,N,VIIRS,n,2.0NRT,306.34,8.18,D
8.55341,-0.26032,337.68,0.41,0.37,2026-01-29,1320,N,VIIRS,l,2.0NRT,308.7,8.18,D
8.70898,0.70767,334.33,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,305.74,2.68,D
9.5942,6.81124,335.02,0.42,0.45,2026-01-29,1320,N,VIIRS,l,2.0NRT,308.43,2.63,D
9.06862,3.06804,339.91,0.41,0.37,2026-01-29,1320,N,VIIRS,n,2.0NRT,310,4.18,D
8.35383,-1.54235,338.47,0.46,0.39,2026-01-29,1320,N,VIIRS,n,2.0NRT,311.73,2.53,D
7.63779,-5.74243,330.52,0.56,0.51,2026-01-29,1320,N,VIIRS,n,2.0NRT,299.91,3.07,D
8.27005,-2.07519,341.78,0.49,0.4,2026-01-29,1320,N,VIIRS,n,2.0NRT,313.38,15.9,D
8.26933,-2.07956,353,0.49,0.4,2026-01-29,1320,N,VIIRS,n,2.0NRT,310.98,15.9,D
7.12174,-8.62392,329.17,0.45,0.63,2026-01-29,1320,N,VIIRS,n,2.0NRT,292.27,2.62,D
8.27302,-2.08016,367,0.49,0.4,2026-01-29,1320,N,VIIRS,h,2.0NRT,313.81,15.9,D
8.93986,2.15406,333,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,307.6,2.3,D
8.27374,-2.07579,341.02,0.49,0.4,2026-01-29,1320,N,VIIRS,n,2.0NRT,311.12,15.9,D
9.66181,7.21862,339.45,0.45,0.47,2026-01-29,1320,N,VIIRS,n,2.0NRT,310.07,3.47,D
9.42617,5.49341,342.14,0.52,0.42,2026-01-29,1320,N,VIIRS,l,2.0NRT,313.93,6.17,D
9.36956,5.08877,338.09,0.5,0.41,2026-01-29,1320,N,VIIRS,l,2.0NRT,312.35,5.62,D
9.27174,4.39808,344.72,0.46,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,314.99,10.01,D
8.94213,2.14651,344.87,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,309.23,3.83,D
8.42635,-1.16342,341.49,0.44,0.38,2026-01-29,1320,N,VIIRS,n,2.0NRT,313.62,2.56,D
8.27744,-2.0764,343.74,0.49,0.4,2026-01-29,1320,N,VIIRS,n,2.0NRT,311.26,5.72,D
10.08409,10.4525,335.04,0.38,0.58,2026-01-29,1320,N,VIIRS,l,2.0NRT,308.63,1.38,D
9.44956,5.63325,341.17,0.53,0.42,2026-01-29,1320,N,VIIRS,l,2.0NRT,314.32,3.65,D
9.08712,3.09923,342.81,0.41,0.37,2026-01-29,1320,N,VIIRS,n,2.0NRT,308.79,4.49,D
8.79186,1.13458,336.43,0.38,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,311.07,1.97,D
8.16646,-2.76962,333.04,0.53,0.42,2026-01-29,1320,N,VIIRS,l,2.0NRT,307.35,2.11,D
9.44667,5.58413,342.04,0.53,0.42,2026-01-29,1320,N,VIIRS,l,2.0NRT,314.73,5.06,D
9.24758,4.17835,350.01,0.45,0.39,2026-01-29,1320,N,VIIRS,n,2.0NRT,314.3,13.03,D
9.247,4.1743,339.88,0.45,0.39,2026-01-29,1320,N,VIIRS,n,2.0NRT,311.21,13.03,D
9.17862,3.70122,337.67,0.43,0.38,2026-01-29,1320,N,VIIRS,l,2.0NRT,312.15,2.53,D
9.15727,3.55448,341.47,0.42,0.38,2026-01-29,1320,N,VIIRS,l,2.0NRT,313.73,3.54,D
8.31332,-1.90373,351.22,0.48,0.4,2026-01-29,1320,N,VIIRS,n,2.0NRT,311.12,7.96,D
8.31262,-1.90805,348.85,0.48,0.4,2026-01-29,1320,N,VIIRS,n,2.0NRT,311.23,7.96,D
9.72987,7.62773,341.28,0.48,0.48,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.21,4.21,D
8.60895,-0.08511,339.87,0.4,0.37,2026-01-29,1320,N,VIIRS,n,2.0NRT,309.86,6.72,D
8.53098,-0.57756,339.13,0.42,0.37,2026-01-29,1320,N,VIIRS,l,2.0NRT,311.04,2.41,D
8.31627,-1.90866,342.31,0.48,0.4,2026-01-29,1320,N,VIIRS,n,2.0NRT,309.54,7.96,D
8.15253,-2.90091,337.07,0.54,0.42,2026-01-29,1320,N,VIIRS,n,2.0NRT,305.97,5.09,D
9.25237,4.16107,336.35,0.45,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,310.25,2.06,D
8.61234,-0.08564,334.55,0.4,0.37,2026-01-29,1320,N,VIIRS,l,2.0NRT,309.39,2.71,D
8.15642,-2.90148,347.84,0.54,0.42,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.32,10.55,D
9.84869,8.45325,344.06,0.55,0.51,2026-01-29,1320,N,VIIRS,n,2.0NRT,310.55,5.11,D
9.47124,5.67524,352.6,0.54,0.42,2026-01-29,1320,N,VIIRS,n,2.0NRT,311.33,12.61,D
9.47055,5.67028,336.98,0.54,0.42,2026-01-29,1320,N,VIIRS,l,2.0NRT,311.56,6.38,D
9.28076,4.33283,338.04,0.46,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,312.31,3.49,D
9.25358,4.14425,344.05,0.45,0.39,2026-01-29,1320,N,VIIRS,n,2.0NRT,312.16,4.99,D
8.96089,2.15804,336.62,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,307.91,3.02,D
8.96037,2.15451,339.01,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,308.81,3.02,D
9.70336,7.33093,342.88,0.46,0.47,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.35,2.49,D
9.47513,5.67472,336.59,0.54,0.42,2026-01-29,1320,N,VIIRS,l,2.0NRT,311.34,2.64,D
9.27898,4.29503,343.07,0.45,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,313.62,6.11,D
8.96264,2.14697,331.99,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,306.72,3.54,D
8.47902,-0.97007,339.81,0.43,0.38,2026-01-29,1320,N,VIIRS,l,2.0NRT,311.69,5.97,D
9.47832,5.66926,336.37,0.54,0.42,2026-01-29,1320,N,VIIRS,l,2.0NRT,309.4,4.68,D
9.3434,4.71773,343.5,0.48,0.4,2026-01-29,1320,N,VIIRS,l,2.0NRT,317.78,13.54,D
8.96756,2.15702,341.77,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,308.55,4.94,D
8.96279,2.12534,337.67,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,305.99,3.21,D
8.48251,-0.97063,353.08,0.43,0.38,2026-01-29,1320,N,VIIRS,n,2.0NRT,313.61,5.97,D
9.7252,7.42652,340.58,0.46,0.47,2026-01-29,1320,N,VIIRS,n,2.0NRT,310.69,3.66,D
9.71375,7.34227,338.22,0.46,0.47,2026-01-29,1320,N,VIIRS,n,2.0NRT,308.06,4.84,D
9.34706,4.71717,344.24,0.48,0.4,2026-01-29,1320,N,VIIRS,l,2.0NRT,316.1,15.06,D
8.97089,2.15652,337.87,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,309.33,3.58,D
8.83477,1.2597,347.06,0.38,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,313.2,5.88,D
8.62644,-0.08415,346.02,0.4,0.37,2026-01-29,1320,N,VIIRS,n,2.0NRT,311.35,5.9,D
8.23995,-2.49118,339.04,0.51,0.41,2026-01-29,1320,N,VIIRS,l,2.0NRT,311.77,6.7,D
9.70618,7.25432,344.19,0.45,0.47,2026-01-29,1320,N,VIIRS,n,2.0NRT,309.97,5.92,D
9.53693,6.03008,337.08,0.57,0.43,2026-01-29,1320,N,VIIRS,l,2.0NRT,311.45,5.53,D
9.493,5.71723,341.85,0.54,0.42,2026-01-29,1320,N,VIIRS,l,2.0NRT,315.2,6.74,D
9.44929,5.40772,344.65,0.52,0.41,2026-01-29,1320,N,VIIRS,n,2.0NRT,313.88,9.49,D
9.44862,5.40301,336.66,0.52,0.41,2026-01-29,1320,N,VIIRS,l,2.0NRT,311.27,9.49,D
8.96414,2.08914,340.26,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.24,6.02,D
8.86571,1.43999,348.05,0.38,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,310.21,4.94,D
10.70089,15.16622,339.09,0.79,0.78,2026-01-29,1320,N,VIIRS,n,2.0NRT,301.18,16.68,D
8.97808,2.15904,333.55,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,308.22,2.54,D
8.86902,1.43948,349.82,0.38,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,309.78,7.79,D
8.56815,-0.49857,334.65,0.41,0.37,2026-01-29,1320,N,VIIRS,l,2.0NRT,308.57,2.12,D
7.8739,-4.73276,334.13,0.47,0.48,2026-01-29,1320,N,VIIRS,l,2.0NRT,305.93,4.04,D
7.87317,-4.73705,337.39,0.48,0.48,2026-01-29,1320,N,VIIRS,n,2.0NRT,304.81,4.04,D
9.70919,7.21211,336.24,0.45,0.47,2026-01-29,1320,N,VIIRS,l,2.0NRT,307.28,2.94,D
9.6963,7.11827,342.41,0.44,0.46,2026-01-29,1320,N,VIIRS,n,2.0NRT,311.04,2.85,D
