latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
7.47484,-1.01874,338.37,0.44,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,310.12,4.62,D
8.71167,7.30086,338.65,0.44,0.46,2026-01-29,1320,N,VIIRS,n,2.0NRT,303.88,4.4,D
8.60626,6.53314,336.6,0.39,0.44,2026-01-29,1320,N,VIIRS,l,2.0NRT,309.11,0.8,D
8.10298,3.0215,332.97,0.4,0.37,2026-01-29,1320,N,VIIRS,l,2.0NRT,305.93,1.07,D
7.47966,-1.01135,345.68,0.44,0.39,2026-01-29,1320,N,VIIRS,n,2.0NRT,310.82,7.56,D
7.47902,-1.01533,349.93,0.44,0.39,2026-01-29,1320,N,VIIRS,n,2.0NRT,312.16,7.56,D
7.47838,-1.01931,338.75,0.44,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,309.47,4.62,D
9.12124,10.36433,367,0.36,0.57,2026-01-29,1320,N,VIIRS,h,2.0NRT,314.15,9.06,D
8.48349,5.62594,335.8,0.52,0.41,2026-01-29,1320,N,VIIRS,l,2.0NRT,308.33,3.14,D
8.48283,5.62122,340.23,0.52,0.41,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.93,3.14,D
8.47087,5.53656,343.05,0.51,0.41,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.78,6.49,D
7.69805,0.34295,331.28,0.4,0.37,2026-01-29,1320,N,VIIRS,l,2.0NRT,301.45,2.53,D
8.90868,8.69659,336.29,0.55,0.51,2026-01-29,1320,N,VIIRS,l,2.0NRT,307.97,2.73,D
8.89796,8.61607,342.83,0.54,0.51,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.09,6.63,D
8.89731,8.61114,336.06,0.54,0.51,2026-01-29,1320,N,VIIRS,n,2.0NRT,306.03,6.63,D
7.85839,1.3557,337.02,0.38,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,300.45,3.13,D
7.67083,0.14731,348.01,0.4,0.37,2026-01-29,1320,N,VIIRS,n,2.0NRT,308.48,4.98,D
7.58205,-0.41512,347.93,0.42,0.38,2026-01-29,1320,N,VIIRS,n,2.0NRT,306.53,5.83,D
7.58146,-0.41888,342.64,0.42,0.38,2026-01-29,1320,N,VIIRS,n,2.0NRT,305.71,5.83,D
7.54317,-0.65956,336.42,0.43,0.38,2026-01-29,1320,N,VIIRS,l,2.0NRT,308.4,2.27,D
7.45629,-1.20186,338.38,0.45,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,309.72,2.46,D
8.91409,8.70109,342.77,0.55,0.51,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.74,14.54,D
8.91337,8.69572,338.56,0.55,0.51,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.93,14.59,D
8.72444,7.29877,330.04,0.44,0.46,2026-01-29,1320,N,VIIRS,l,2.0NRT,304.34,2.96,D
8.70279,7.14116,341.73,0.43,0.46,2026-01-29,1320,N,VIIRS,n,2.0NRT,299.36,5.32,D
8.70225,7.13718,355.98,0.43,0.46,2026-01-29,1320,N,VIIRS,n,2.0NRT,299.26,7.68,D
8.48109,5.55396,349.61,0.51,0.41,2026-01-29,1320,N,VIIRS,n,2.0NRT,309.81,6.91,D
8.11849,3.05619,333.09,0.4,0.37,2026-01-29,1320,N,VIIRS,l,2.0NRT,306.63,1.95,D
7.67421,0.14676,332.3,0.4,0.37,2026-01-29,1320,N,VIIRS,l,2.0NRT,304.96,1.87,D
7.5849,-0.41944,351.11,0.42,0.38,2026-01-29,1320,N,VIIRS,n,2.0NRT,306.56,8.71,D
7.5843,-0.42322,350.48,0.42,0.38,2026-01-29,1320,N,VIIRS,n,2.0NRT,306.73,4,D
7.5837,-0.427,330.33,0.42,0.38,2026-01-29,1320,N,VIIRS,l,2.0NRT,304.77,4,D
8.85301,8.21065,336.71,0.51,0.49,2026-01-29,1320,N,VIIRS,l,2.0NRT,310.54,2.36,D
8.74141,7.39064,339.11,0.45,0.47,2026-01-29,1320,N,VIIRS,n,2.0NRT,304.51,3.73,D
8.70649,7.13669,348.63,0.43,0.46,2026-01-29,1320,N,VIIRS,n,2.0NRT,298.72,7.68,D
8.6889,7.00932,332.9,0.42,0.45,2026-01-29,1320,N,VIIRS,n,2.0NRT,302.46,1.99,D
8.4849,5.55342,331.58,0.51,0.41,2026-01-29,1320,N,VIIRS,l,2.0NRT,305.96,6.91,D
7.86661,1.36511,330.32,0.38,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,301.89,0.85,D
7.58715,-0.42755,347.93,0.42,0.38,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.58,4,D
7.58655,-0.43134,334.38,0.42,0.38,2026-01-29,1320,N,VIIRS,n,2.0NRT,304,0.89,D
7.45161,-1.27646,338.35,0.45,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,310.51,2.96,D
6.93344,-4.41329,340.65,0.47,0.48,2026-01-29,1320,N,VIIRS,n,2.0NRT,297.76,4.26,D
8.69309,7.00869,334.08,0.42,0.45,2026-01-29,1320,N,VIIRS,n,2.0NRT,302.13,2.13,D
8.18029,3.42633,338.51,0.41,0.37,2026-01-29,1320,N,VIIRS,n,2.0NRT,306.38,2.25,D
7.85926,1.2951,330.19,0.38,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,301.69,1.41,D
7.5906,-0.4281,339.91,0.42,0.38,2026-01-29,1320,N,VIIRS,n,2.0NRT,305.26,4.31,D
7.59,-0.43189,344.16,0.42,0.38,2026-01-29,1320,N,VIIRS,n,2.0NRT,306.35,5.46,D
7.45519,-1.27704,341.29,0.45,0.39,2026-01-29,1320,N,VIIRS,n,2.0NRT,310.81,6.69,D
6.93781,-4.41403,334.96,0.47,0.48,2026-01-29,1320,N,VIIRS,n,2.0NRT,297.59,5.47,D
8.74613,7.36131,335.62,0.45,0.47,2026-01-29,1320,N,VIIRS,n,2.0NRT,302.86,3.2,D
8.50056,5.6089,336.5,0.52,0.41,2026-01-29,1320,N,VIIRS,l,2.0NRT,309.57,3.73,D
8.46874,5.38579,351.66,0.5,0.41,2026-01-29,1320,N,VIIRS,n,2.0NRT,304.61,13.54,D
8.02771,2.38066,330.99,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,301.55,1.39,D
7.77741,0.7424,334.71,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,300.67,2.32,D
7.55527,-0.67329,333.13,0.43,0.38,2026-01-29,1320,N,VIIRS,l,2.0NRT,307.13,1.37,D
7.54911,-0.712,344.31,0.43,0.38,2026-01-29,1320,N,VIIRS,n,2.0NRT,310.05,4.88,D
7.4699,-1.20821,339.56,0.45,0.39,2026-01-29,1320,N,VIIRS,n,2.0NRT,308.97,3.62,D
9.15014,10.33742,341.1,0.36,0.57,2026-01-29,1320,N,VIIRS,l,2.0NRT,314.94,4.1,D
8.66259,6.72876,340.83,0.4,0.45,2026-01-29,1320,N,VIIRS,n,2.0NRT,308.04,4.54,D
8.50439,5.60837,345.68,0.52,0.41,2026-01-29,1320,N,VIIRS,n,2.0NRT,310.32,15.34,D
8.485,5.47258,343.91,0.51,0.41,2026-01-29,1320,N,VIIRS,n,2.0NRT,309.65,4.49,D
8.47251,5.38528,356.36,0.5,0.41,2026-01-29,1320,N,VIIRS,n,2.0NRT,304.22,9.82,D
7.85895,1.24887,342.47,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,308.1,3.28,D
7.59629,-0.43678,333.69,0.42,0.38,2026-01-29,1320,N,VIIRS,l,2.0NRT,304.94,3.75,D
7.5526,-0.71256,352.8,0.43,0.38,2026-01-29,1320,N,VIIRS,n,2.0NRT,309.95,8.98,D
7.43383,-1.45586,341.17,0.46,0.39,2026-01-29,1320,N,VIIRS,n,2.0NRT,312.42,4.07,D
9.19689,10.65501,342.72,0.38,0.58,2026-01-29,1320,N,VIIRS,n,2.0NRT,309.32,4.35,D
9.19645,10.65157,353.97,0.38,0.58,2026-01-29,1320,N,VIIRS,n,2.0NRT,312.09,4.35,D
8.74086,7.26014,331.53,0.44,0.46,2026-01-29,1320,N,VIIRS,l,2.0NRT,304.34,2.33,D
8.71749,7.09198,331.86,0.43,0.46,2026-01-29,1320,N,VIIRS,n,2.0NRT,296.16,1.77,D
8.50888,5.61259,339.64,0.52,0.41,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.27,15.34,D
8.50821,5.60787,345.65,0.52,0.41,2026-01-29,1320,N,VIIRS,n,2.0NRT,314.53,15.34,D
8.42099,5.00046,339.13,0.48,0.4,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.91,3.64,D
8.41533,4.96122,336.16,0.48,0.4,2026-01-29,1320,N,VIIRS,l,2.0NRT,307.75,4.11,D
7.60034,-0.43353,348.59,0.42,0.38,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.96,3.75,D
7.56223,-0.67439,338.2,0.43,0.38,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.41,2.79,D
9.33293,11.6684,339.59,0.44,0.63,2026-01-29,1320,N,VIIRS,n,2.0NRT,306.98,3.85,D
8.64371,6.53483,337.25,0.39,0.44,2026-01-29,1320,N,VIIRS,l,2.0NRT,310.14,2.71,D
8.56803,5.99996,338.66,0.55,0.42,2026-01-29,1320,N,VIIRS,n,2.0NRT,308.33,6.71,D
8.46958,5.3114,337.85,0.5,0.41,2026-01-29,1320,N,VIIRS,n,2.0NRT,304.95,6.57,D
8.26004,3.87141,342.26,0.43,0.38,2026-01-29,1320,N,VIIRS,n,2.0NRT,302.95,3.19,D
8.1742,3.29103,347.63,0.41,0.37,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.84,11.13,D
7.47867,-1.2221,336.9,0.45,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,310.45,2.36,D
6.94887,-4.45519,348.09,0.47,0.48,2026-01-29,1320,N,VIIRS,n,2.0NRT,299.98,6.77,D
8.87906,8.19746,333.5,0.51,0.49,2026-01-29,1320,N,VIIRS,l,2.0NRT,308.19,2.88,D
8.73138,7.12989,340.51,0.43,0.46,2026-01-29,1320,N,VIIRS,n,2.0NRT,299.52,5.6,D
8.57908,6.04955,350.39,0.55,0.43,2026-01-29,1320,N,VIIRS,n,2.0NRT,312.12,9.88,D
8.26353,3.87091,335.85,0.43,0.38,2026-01-29,1320,N,VIIRS,n,2.0NRT,302.95,3.19,D
7.60902,-0.42331,337.37,0.42,0.38,2026-01-29,1320,N,VIIRS,n,2.0NRT,305.32,2.09,D
7.43114,-1.54203,335.76,0.47,0.4,2026-01-29,1320,N,VIIRS,l,2.0NRT,307.66,2.85,D
8.92408,8.49225,341.23,0.53,0.5,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.88,3.97,D
8.76817,7.3625,335.93,0.45,0.47,2026-01-29,1320,N,VIIRS,n,2.0NRT,302.55,1.87,D
8.75703,7.28258,333.12,0.44,0.46,2026-01-29,1320,N,VIIRS,l,2.0NRT,303.39,2.53,D
8.67642,6.70794,334.13,0.4,0.44,2026-01-29,1320,N,VIIRS,l,2.0NRT,307.5,1.81,D
8.67123,6.67118,337.6,0.4,0.44,2026-01-29,1320,N,VIIRS,l,2.0NRT,308.12,0.89,D
8.58301,6.04902,339.98,0.55,0.43,2026-01-29,1320,N,VIIRS,l,2.0NRT,314.15,5.65,D
8.13796,3.00135,339.6,0.4,0.37,2026-01-29,1320,N,VIIRS,n,2.0NRT,309.45,2.12,D
8.12123,2.88951,334.85,0.4,0.37,2026-01-29,1320,N,VIIRS,n,2.0NRT,303.92,2.63,D
8.09764,2.73212,338.22,0.39,0.37,2026-01-29,1320,N,VIIRS,n,2.0NRT,304.15,2.51,D
8.97396,8.82295,335.08,0.56,0.52,2026-01-29,1320,N,VIIRS,l,2.0NRT,309.13,2.25,D
8.54266,5.73919,340.42,0.53,0.42,2026-01-29,1320,N,VIIRS,n,2.0NRT,309.09,5.91,D
7.61829,-0.40929,331.71,0.42,0.38,2026-01-29,1320,N,VIIRS,l,2.0NRT,305.54,2.98,D
7.6171,-0.41686,332.91,0.42,0.38,2026-01-29,1320,N,VIIRS,l,2.0NRT,307.24,3.82,D
7.43976,-1.53468,338.95,0.47,0.4,2026-01-29,1320,N,VIIRS,l,2.0NRT,309.01,2.87,D
8.75676,7.21859,335.14,0.44,0.46,2026-01-29,1320,N,VIIRS,l,2.0NRT,306.28,6.8,D
8.55066,5.76748,340.31,0.53,0.42,2026-01-29,1320,N,VIIRS,l,2.0NRT,310.41,5.43,D
8.50574,5.45561,349.84,0.51,0.41,2026-01-29,1320,N,VIIRS,n,2.0NRT,310.47,9.81,D
7.84187,1.00528,337.01,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,304.08,2.35,D
7.62292,-0.4023,346.52,0.42,0.38,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.33,2.32,D
8.86462,7.95928,353.84,0.49,0.49,2026-01-29,1320,N,VIIRS,n,2.0NRT,309,9.24,D
8.02467,2.18026,332.26,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,303.69,0.81,D
8.01621,2.12439,336.99,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,307.73,2.4,D
7.56762,-0.79873,336.24,0.43,0.38,2026-01-29,1320,N,VIIRS,n,2.0NRT,306.57,4.4,D
7.56701,-0.80262,348.27,0.43,0.38,2026-01-29,1320,N,VIIRS,n,2.0NRT,308.69,4.4,D
7.53141,-1.0279,338.72,0.44,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,310.43,5.42,D
8.94189,8.44975,335.1,0.53,0.5,2026-01-29,1320,N,VIIRS,l,2.0NRT,306.94,3.46,D
7.85345,1.01421,331.9,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,305.63,2.68,D
7.85237,1.00723,336.89,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,305.54,2.31,D
7.56805,-0.81877,336.13,0.43,0.38,2026-01-29,1320,N,VIIRS,l,2.0NRT,308.92,4.76,D
7.56743,-0.82269,332.72,0.43,0.38,2026-01-29,1320,N,VIIRS,l,2.0NRT,307.14,2.79,D
7.53495,-1.02847,347.56,0.44,0.39,2026-01-29,1320,N,VIIRS,n,2.0NRT,310.15,5.42,D
9.40277,11.84195,336.42,0.46,0.63,2026-01-29,1320,N,VIIRS,n,2.0NRT,293.84,4.79,D
9.40222,11.83775,354.05,0.46,0.63,2026-01-29,1320,N,VIIRS,n,2.0NRT,294.49,4.79,D
8.77485,7.2239,340.67,0.44,0.46,2026-01-29,1320,N,VIIRS,n,2.0NRT,305.03,3.77,D
7.85677,1.0137,331.89,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,305.87,3.34,D
7.85623,1.0102,350.77,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.56,3.34,D
7.8557,1.00671,355.06,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.11,9.94,D
7.57769,-0.78032,332.87,0.43,0.38,2026-01-29,1320,N,VIIRS,l,2.0NRT,307.75,4.7,D
7.57708,-0.78424,343.38,0.43,0.38,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.61,4.1,D
6.92372,-4.82443,345.43,0.5,0.49,2026-01-29,1320,N,VIIRS,n,2.0NRT,298.44,10.5,D
8.77908,7.22319,338.42,0.44,0.46,2026-01-29,1320,N,VIIRS,n,2.0NRT,305.73,3.77,D
8.7136,6.76309,337.54,0.41,0.45,2026-01-29,1320,N,VIIRS,l,2.0NRT,309.25,1.85,D
8.60835,6.03018,353.13,0.55,0.43,2026-01-29,1320,N,VIIRS,n,2.0NRT,314.1,12.61,D
8.45464,4.97343,337.21,0.48,0.4,2026-01-29,1320,N,VIIRS,l,2.0NRT,308.3,2.02,D
7.85956,1.00968,342.37,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.03,3.34,D
7.85902,1.00619,350.81,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,308.31,9.94,D
7.57444,-0.8238,333.78,0.43,0.38,2026-01-29,1320,N,VIIRS,l,2.0NRT,307.37,3.47,D
7.52874,-1.11376,336.91,0.45,0.39,2026-01-29,1320,N,VIIRS,l,2.0NRT,311.79,4.65,D
10.82813,-3.68752,337.37,0.55,0.43,2026-01-29,1320,N,VIIRS,l,2.0NRT,310.82,8.23,D
10.82726,-3.6926,355.97,0.55,0.43,2026-01-29,1320,N,VIIRS,n,2.0NRT,313.97,8.23,D
10.12667,-7.60854,334.39,0.34,0.56,2026-01-29,1320,N,VIIRS,l,2.0NRT,308.27,3.55,D
10.12554,-7.61464,335.27,0.34,0.56,2026-01-29,1320,N,VIIRS,n,2.0NRT,305.12,4.4,D
9.66646,-10.02594,343.73,0.5,0.66,2026-01-29,1320,N,VIIRS,n,2.0NRT,299.11,7.45,D
11.54768,0.72839,349.35,0.38,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,316.78,4.47,D
11.54714,0.72488,347.2,0.38,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,320.87,23.28,D
11.26432,-1.08061,349.6,0.41,0.37,2026-01-29,1320,N,VIIRS,n,2.0NRT,317.45,7.33,D
11.26372,-1.08437,350.05,0.41,0.37,2026-01-29,1320,N,VIIRS,n,2.0NRT,315.2,6.24,D
10.83204,-3.68821,347.25,0.55,0.43,2026-01-29,1320,N,VIIRS,n,2.0NRT,312.07,6.54,D
10.81557,-3.78434,351.88,0.56,0.43,2026-01-29,1320,N,VIIRS,n,2.0NRT,311.35,9.46,D
9.64537,-10.16673,348.43,0.51,0.66,2026-01-29,1320,N,VIIRS,n,2.0NRT,301.77,8.67,D
9.64444,-10.17152,334.91,0.51,0.66,2026-01-29,1320,N,VIIRS,n,2.0NRT,299.96,5.77,D
9.72802,-9.77219,367,0.48,0.65,2026-01-29,1320,N,VIIRS,h,2.0NRT,302.84,11,D
12.21358,5.33517,339.85,0.56,0.43,2026-01-29,1320,N,VIIRS,n,2.0NRT,311.03,4.39,D
11.55153,0.73137,346.18,0.38,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,315.9,4.47,D
11.55099,0.72787,348.06,0.38,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,317.09,4.47,D
10.83594,-3.6889,342.44,0.55,0.43,2026-01-29,1320,N,VIIRS,n,2.0NRT,312.79,6.54,D
9.74983,-9.65898,338.87,0.47,0.64,2026-01-29,1320,N,VIIRS,n,2.0NRT,300.74,3.77,D
11.55484,0.73085,343.64,0.38,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,315.86,3.57,D
11.5543,0.72735,344.63,0.38,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,316.85,3.57,D
10.92459,-3.18986,340.12,0.52,0.41,2026-01-29,1320,N,VIIRS,l,2.0NRT,314.95,6.56,D
10.16258,-7.50038,347.47,0.33,0.55,2026-01-29,1320,N,VIIRS,n,2.0NRT,306.08,4.05,D
10.11252,-7.77078,333.84,0.35,0.57,2026-01-29,1320,N,VIIRS,n,2.0NRT,304.09,2.61,D
9.75741,-9.65134,343.19,0.47,0.64,2026-01-29,1320,N,VIIRS,n,2.0NRT,301.15,6.02,D
11.92588,3.21362,337.77,0.43,0.38,2026-01-29,1320,N,VIIRS,l,2.0NRT,309.49,1.83,D
10.84376,-3.69025,338.61,0.55,0.43,2026-01-29,1320,N,VIIRS,l,2.0NRT,311.6,5.35,D
9.94029,-8.72121,337.75,0.41,0.6,2026-01-29,1320,N,VIIRS,n,2.0NRT,303.46,5.23,D
9.41519,-11.44193,331.09,0.63,0.72,2026-01-29,1320,N,VIIRS,n,2.0NRT,296.45,7.77,D
10.33258,-6.62594,338.82,0.58,0.52,2026-01-29,1320,N,VIIRS,n,2.0NRT,307.64,4.23,D
10.33162,-6.63128,330.39,0.58,0.52,2026-01-29,1320,N,VIIRS,l,2.0NRT,304.65,4.23,D
10.14152,-7.67184,348.83,0.34,0.56,2026-01-29,1320,N,VIIRS,n,2.0NRT,305.29,5.01,D
10.14096,-7.67491,346.2,0.34,0.56,2026-01-29,1320,N,VIIRS,n,2.0NRT,304.54,5.01,D
10.14039,-7.67797,345.31,0.34,0.56,2026-01-29,1320,N,VIIRS,n,2.0NRT,303.75,4.77,D
9.85957,-9.17897,348.71,0.44,0.62,2026-01-29,1320,N,VIIRS,n,2.0NRT,305.1,5.66,D
9.71765,-9.92255,348.9,0.49,0.65,2026-01-29,1320,N,VIIRS,n,2.0NRT,300.56,11.89,D
9.71677,-9.9271,341.01,0.49,0.65,2026-01-29,1320,N,VIIRS,n,2.0NRT,299.02,6.24,D
9.62344,-10.41094,340.05,0.53,0.67,2026-01-29,1320,N,VIIRS,n,2.0NRT,301.2,6.91,D
12.2768,5.68353,336.73,0.39,0.44,2026-01-29,1320,N,VIIRS,l,2.0NRT,309.07,1.86,D
11.14309,-1.94017,347.67,0.45,0.39,2026-01-29,1320,N,VIIRS,n,2.0NRT,314.62,5.53,D
10.7261,-4.42476,347.56,0.41,0.45,2026-01-29,1320,N,VIIRS,n,2.0NRT,310.42,8.69,D
10.72546,-4.42846,343.81,0.41,0.45,2026-01-29,1320,N,VIIRS,n,2.0NRT,313.87,7.64,D
10.33738,-6.62676,338.13,0.58,0.52,2026-01-29,1320,N,VIIRS,n,2.0NRT,304.76,4.23,D
10.13691,-7.72579,332.27,0.35,0.56,2026-01-29,1320,N,VIIRS,l,2.0NRT,304.55,2.74,D
9.62966,-10.412,331.51,0.53,0.67,2026-01-29,1320,N,VIIRS,n,2.0NRT,299.63,6.91,D
11.65659,1.31193,348.49,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,313.78,3.68,D
10.72957,-4.42917,337.57,0.41,0.45,2026-01-29,1320,N,VIIRS,l,2.0NRT,309.37,1.99,D
10.03392,-8.31159,331.24,0.38,0.59,2026-01-29,1320,N,VIIRS,l,2.0NRT,302.09,5.11,D
10.03264,-8.3185,335.65,0.38,0.59,2026-01-29,1320,N,VIIRS,n,2.0NRT,302.58,5.54,D
10.0307,-8.32892,339.66,0.38,0.59,2026-01-29,1320,N,VIIRS,n,2.0NRT,302.7,5.2,D
11.84319,2.54535,338.75,0.41,0.37,2026-01-29,1320,N,VIIRS,l,2.0NRT,310.71,3.06,D
11.84209,2.53783,340.31,0.41,0.37,2026-01-29,1320,N,VIIRS,l,2.0NRT,313.64,3.95,D
11.84154,2.53408,351.43,0.41,0.37,2026-01-29,1320,N,VIIRS,n,2.0NRT,313.85,7.13,D
11.68971,1.50961,340.29,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,310.75,3.12,D
11.58798,0.83696,339.33,0.38,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,313.81,4.15,D
9.97905,-8.6364,331.25,0.4,0.6,2026-01-29,1320,N,VIIRS,l,2.0NRT,302.7,2.26,D
9.73396,-9.93476,348.47,0.49,0.65,2026-01-29,1320,N,VIIRS,n,2.0NRT,300.95,6.95,D
9.75443,-9.85991,367,0.49,0.65,2026-01-29,1320,N,VIIRS,h,2.0NRT,304.89,12.6,D
9.75191,-9.87313,367,0.49,0.65,2026-01-29,1320,N,VIIRS,h,2.0NRT,302.93,11.23,D
9.81793,-9.52518,345.44,0.46,0.64,2026-01-29,1320,N,VIIRS,n,2.0NRT,301.59,9.54,D
9.81713,-9.52941,331.27,0.46,0.64,2026-01-29,1320,N,VIIRS,n,2.0NRT,300.66,8.6,D
9.75359,-9.8643,342.42,0.49,0.65,2026-01-29,1320,N,VIIRS,n,2.0NRT,300.18,12.6,D
9.75275,-9.86871,352.31,0.49,0.65,2026-01-29,1320,N,VIIRS,n,2.0NRT,301.57,11.23,D
9.62444,-10.53926,331.56,0.54,0.68,2026-01-29,1320,N,VIIRS,n,2.0NRT,299.04,4.62,D
9.62348,-10.54429,341.95,0.54,0.68,2026-01-29,1320,N,VIIRS,n,2.0NRT,300.54,4.62,D
12.39711,6.45625,340.37,0.44,0.46,2026-01-29,1320,N,VIIRS,n,2.0NRT,310,4.16,D
11.57211,0.68863,345.19,0.38,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,314.85,4.88,D
10.72251,-4.54422,334.26,0.42,0.45,2026-01-29,1320,N,VIIRS,l,2.0NRT,307.56,2.49,D
9.80189,-9.64206,337.26,0.47,0.64,2026-01-29,1320,N,VIIRS,n,2.0NRT,302.19,5.11,D
9.75872,-9.86992,331.22,0.49,0.65,2026-01-29,1320,N,VIIRS,n,2.0NRT,298.72,11.23,D
9.71271,-10.11172,345.69,0.51,0.66,2026-01-29,1320,N,VIIRS,n,2.0NRT,301.24,7.29,D
9.60251,-10.68698,335.07,0.56,0.69,2026-01-29,1320,N,VIIRS,n,2.0NRT,301.94,6.9,D
9.60056,-10.69712,333.11,0.56,0.69,2026-01-29,1320,N,VIIRS,n,2.0NRT,299.07,7.99,D
9.7485,-9.95642,339.02,0.49,0.65,2026-01-29,1320,N,VIIRS,n,2.0NRT,300.45,5.78,D
9.72582,-10.07585,330.9,0.5,0.66,2026-01-29,1320,N,VIIRS,n,2.0NRT,299.66,1.96,D
9.97426,-8.78521,334.19,0.41,0.61,2026-01-29,1320,N,VIIRS,n,2.0NRT,302.37,2.43,D
9.60319,-10.75153,331.04,0.56,0.69,2026-01-29,1320,N,VIIRS,n,2.0NRT,302.62,4.6,D
11.73676,1.70986,341.85,0.39,0.36,2026-01-29,1320,N,VIIRS,l,2.0NRT,314.42,2.55,D
11.72715,1.64565,345.19,0.39,0.36,2026-01-29,1320,N,VIIRS,n,2.0NRT,310.44,3.93,D
10.18668,-7.6577,337.71,0.34,0.56,2026-01-29,1320,N,VIIRS,n,2.0NRT,303.48,3.31,D
10.09324,-8.17029,355.7,0.37,0.58,2026-01-29,1320,N,VIIRS,n,2.0NRT,304.38,6.7,D
10.09261,-8.1737,355.39,0.37,0.58,2026-01-29,1320,N,VIIRS,n,2.0NRT,302.39,8.27,D
11.1315,-2.19111,341.42,0.46,0.39,2026-01-29,1320,N,VIIRS,n,2.0NRT,315.71,5.14,D
11.00686,-2.95183,350.05,0.5,0.41,2026-01-29,1320,N,VIIRS,n,2.0NRT,315.9,6.75,D
10.09857,-8.17124,334.43,0.37,0.58,2026-01-29,1320,N,VIIRS,n,2.0NRT,301.42,6.7,D
10.05384,-8.44606,367,0.39,0.59,2026-01-29,1320,N,VIIRS,h,2.0NRT,306.5,18.82,D
10.0532,-8.44956,367,0.39,0.59,2026-01-29,1320,N,VIIRS,h,2.0NRT,310.33,18.82,D
10.12043,-8.0815,331.1,0.37,0.58,2026-01-29,1320,N,VIIRS,l,2.0NRT,304.84,1.63,D
10.05256,-8.45306,350.18,0.39,0.59,2026-01-29,1320,N,VIIRS,n,2.0NRT,301.61,17.62,D
11.58391,0.63289,367,0.38,0.36,2026-01-29,1320,N,VIIRS,h,2.0NRT,316.89,13.44,D
11.11342,-2.34773,347.41,0.46,0.39,2026-01-29,1320,N,VIIRS,n,2.0NRT,316.24,6.29,D
9.85869,-9.53358,339.78,0.46,0.64,2026-01-29,1320,N,VIIRS,n,2.0NRT,301.1,3.86,D
9.40513,-11.91994,335.82,0.68,0.74,2026-01-29,1320,N,VIIRS,n,2.0NRT,294.78,8.87,D
10.06917,-8.42363,367,0.39,0.59,2026-01-29,1320,N,VIIRS,h,2.0NRT,307.65,5.23,D
12.29064,5.45593,349.72,0.57,0.43,2026-01-29,1320,N,VIIRS,n,2.0NRT,310.65,6.49,D
12.28992,5.45072,352.86,0.57,0.43,2026-01-29,1320,N,VIIRS,n,2.0NRT,310.77,9.72,D
